"subject","domain","response_number","participant_response","response_onset_time","IRT","participant_designated_switch","dataset","checked_words","list_number"
50002,"occupations",1,"doctor",2.641,2.641,2,"LEA","doctor",1
50002,"occupations",2,"officer",3.341,0.7,1,"LEA","officer",1
50002,"occupations",3,"police_officer",4.441,1.1,0,"LEA","police officer",1
50002,"occupations",4,"EMT",7.941,3.5,1,"LEA","EMT",1
50002,"occupations",5,"secretary",9.441,1.5,1,"LEA","secretary",1
50002,"occupations",6,"athlete",13.891,4.45,1,"LEA","athlete",1
50002,"occupations",7,"teacher",15.441,1.55,1,"LEA","teacher",1
50002,"occupations",8,"fireman",17.141,1.7,1,"LEA","fireman",1
50002,"occupations",9,"librarian",17.941,0.800000000000001,1,"LEA","librarian",1
50002,"occupations",10,"physical_therapist",23.041,5.1,1,"LEA","physical therapist",1
50002,"occupations",11,"clinical_psychologist",24.341,1.3,0,"LEA","clinical psychologist",1
50002,"occupations",12,"lab_worker",26.641,2.3,0,"LEA","lab worker",1
50002,"occupations",13,"engineer",29.841,3.2,1,"LEA","engineer",1
50002,"occupations",14,"computer_technician",32.041,2.2,0,"LEA","computer technician",1
50002,"occupations",15,"business_person",37.891,5.85,1,"LEA","business person",1
50002,"occupations",16,"travel_agent",41.841,3.95,0,"LEA","travel agent",1
50002,"occupations",17,"real_estate",43.041,1.2,0,"LEA","real estate",1
50002,"occupations",18,"realtor",46.891,3.85,0,"LEA","realtor",1
50002,"occupations",19,"pilot",50.941,4.05,0,"LEA","pilot",1
50002,"occupations",20,"attendant",53.141,2.2,0,"LEA","attendant",1
50002,"occupations",21,"nurse",55.341,2.2,1,"LEA","nurse",1
50002,"occupations",22,"professor",62.341,7,1,"LEA","professor",1
50002,"occupations",23,"mayor",75.441,13.1,1,"LEA","mayor",1
50002,"occupations",24,"dancer",88.491,13.05,1,"LEA","dancer",1
50002,"occupations",25,"artist",89.241,0.75,0,"LEA","artist",1
50002,"occupations",26,"post_office_worker",97.041,7.8,1,"LEA","post office worker",1
50002,"occupations",27,"security_guard",103.541,6.5,1,"LEA","security guard",1
